Positive,Negative
48.4,0.0
36.5,0.0
49.7,0.0
0.0,0.0
0.0,0.0
29.099999999999998,0.0
0.0,0.0
0.0,0.0
25.2,0.0
15.299999999999999,3.1
17.7,5.5
44.4,0.0
27.1,0.0
38.2,0.0
0.0,0.0
35.099999999999994,0.0
43.0,0.0
37.1,0.0
0.0,0.0
30.4,0.0
29.9,0.0
46.300000000000004,0.0
25.3,0.0
33.5,0.0
49.4,0.0
48.3,0.0
30.9,0.0
22.5,3.4000000000000004
19.0,0.0
43.6,0.0
26.400000000000002,4.5
25.4,1.9
21.2,0.0
26.700000000000003,0.0
31.8,0.0
19.400000000000002,6.5
22.400000000000002,6.5
45.6,0.0
26.900000000000002,2.9000000000000004
62.5,0.0
4.7,0.0
4.0,2.1
21.099999999999998,3.3000000000000003
50.6,0.0
37.9,0.0
0.0,0.0
48.5,0.0
75.5,0.0
38.1,0.0
68.2,0.0
48.5,0.0
33.300000000000004,0.0
34.300000000000004,0.0
29.299999999999997,0.0
24.6,0.0
20.8,0.0
18.2,0.0
29.099999999999998,0.0
72.6,0.0
22.900000000000002,0.0
32.5,4.2
28.199999999999996,0.0
35.0,0.0
36.5,0.0
31.8,0.0
48.6,0.0
0.0,0.0
9.4,5.800000000000001
45.6,2.8000000000000003
27.0,0.0
27.400000000000002,0.0
35.3,2.9000000000000004
46.800000000000004,0.0
0.0,0.0
100.0,0.0
45.800000000000004,0.0
21.0,0.0
30.0,0.0
39.1,0.0
0.0,0.0
0.0,0.0
69.19999999999999,0.0
25.5,0.0
57.699999999999996,0.0
33.900000000000006,0.0
69.5,0.0
19.400000000000002,0.0
34.0,0.0
67.2,0.0
46.400000000000006,0.0
27.6,0.0
42.199999999999996,0.0
42.9,0.0
41.699999999999996,0.0
19.2,0.0
45.2,0.0
29.9,0.0
25.5,0.0
30.0,0.0
0.0,0.0
7.8,0.0
47.0,0.0
53.400000000000006,0.0
14.7,0.0
73.7,0.0
0.0,0.0
36.199999999999996,0.0
49.5,0.0
18.9,5.4
26.400000000000002,1.3
24.4,0.0
56.99999999999999,0.0
16.400000000000002,6.7
21.0,0.0
57.3,0.0
30.599999999999998,4.1000000000000005
0.0,0.0
0.0,0.0
37.5,2.1
50.2,0.0
32.9,0.0
21.6,6.800000000000001
52.400000000000006,0.0
46.5,0.0
44.4,0.0
12.4,0.0
26.700000000000003,0.0
13.4,18.6
30.2,0.0
30.599999999999998,0.0
40.8,0.0
58.699999999999996,0.0
36.199999999999996,4.3
31.8,0.0
0.0,0.0
38.2,0.0
0.0,11.899999999999999
0.0,0.0
28.299999999999997,0.0
15.7,2.5
25.1,24.7
0.0,0.0
0.0,0.0
21.6,0.0
4.3999999999999995,0.0
24.4,5.8999999999999995
32.800000000000004,0.0
23.799999999999997,0.0
0.0,0.0
10.2,7.000000000000001
45.800000000000004,0.0
35.8,0.0
33.6,3.5999999999999996
20.1,0.0
0.0,0.0
22.1,0.0
0.0,18.5
24.5,3.9
52.2,0.0
19.1,1.7999999999999998
22.5,9.3
0.0,0.0
30.099999999999998,0.0
45.1,0.0
0.0,11.899999999999999
4.6,10.9
0.0,0.0
18.7,0.0
34.0,0.0
29.9,0.0
40.5,0.0
0.0,0.0
34.4,1.9
31.0,0.0
22.7,3.3000000000000003
27.3,3.5000000000000004
18.0,1.6
17.8,2.7
4.7,0.0
24.7,0.0
43.4,0.0
80.4,0.0
0.0,0.0
21.8,4.7
41.8,0.0
22.3,0.0
30.099999999999998,0.0
27.700000000000003,0.0
1.9,4.3999999999999995
72.8,0.0
25.4,0.0
30.4,0.0
5.800000000000001,0.0
0.0,8.9
0.0,0.0
25.900000000000002,3.9
49.3,0.0
34.300000000000004,0.0
22.3,2.7
0.0,0.0
0.0,0.0
19.7,0.0
17.9,0.0
0.0,0.0
14.6,4.1000000000000005
56.00000000000001,0.0
17.299999999999997,0.0
10.299999999999999,1.2
21.3,0.0
0.0,0.0
31.8,0.0
28.999999999999996,0.0
24.9,2.7
40.0,7.6
30.9,3.4000000000000004
39.7,0.0
30.099999999999998,0.0
42.199999999999996,0.0
0.0,0.0
6.6000000000000005,5.800000000000001
28.1,0.0
28.1,0.0
0.0,0.0
14.099999999999998,1.9
15.1,6.1
56.99999999999999,0.0
11.5,4.0
28.599999999999998,0.0
22.7,0.0
30.8,2.1999999999999997
0.0,0.0
25.1,1.4000000000000001
45.1,0.0
14.399999999999999,0.0
44.7,0.0
48.4,0.0
33.800000000000004,5.3
36.199999999999996,0.0
45.4,4.0
23.400000000000002,10.7
0.0,0.0
25.3,0.0
37.8,0.0
29.299999999999997,3.2
25.3,0.0
50.0,0.0
21.4,6.0
22.0,7.199999999999999
38.800000000000004,0.0
17.1,0.0
14.799999999999999,5.800000000000001
70.89999999999999,0.0
34.4,17.0
9.700000000000001,9.3
28.599999999999998,0.0
0.0,0.0
65.4,0.0
48.199999999999996,0.0
21.9,0.0
15.299999999999999,1.5
32.7,0.0
33.7,0.0
22.900000000000002,1.7000000000000002
34.300000000000004,0.0
30.8,4.7
21.5,2.4
65.8,0.0
7.000000000000001,6.4
55.1,0.0
22.5,0.0
33.0,0.0
4.6,5.7
18.4,0.0
32.7,0.0
19.7,0.0
28.799999999999997,0.0
27.900000000000002,0.0
31.6,0.0
29.299999999999997,2.5
21.4,4.9
40.6,0.0
18.4,0.0
8.3,0.0
60.9,0.0
27.3,0.0
18.9,2.1
33.4,0.0
42.699999999999996,0.0
24.0,0.0
24.9,0.0
80.4,0.0
26.400000000000002,0.7000000000000001
30.599999999999998,0.0
2.9000000000000004,0.0
24.4,6.7
14.499999999999998,0.0
27.1,9.700000000000001
32.1,4.1000000000000005
32.4,2.0
53.1,0.0
28.000000000000004,3.6999999999999997
40.6,0.0
18.3,1.2
46.6,0.0
30.5,0.0
34.599999999999994,0.0
23.400000000000002,2.6
31.0,0.0
15.5,4.0
28.799999999999997,0.0
21.3,0.0
16.2,2.0
72.7,0.0
41.5,0.0
15.6,0.0
32.6,5.7
27.1,0.0
41.199999999999996,0.0
33.300000000000004,3.0
30.0,5.5
20.9,3.4000000000000004
51.300000000000004,0.0
13.3,0.0
61.9,0.0
35.9,0.0
23.200000000000003,1.4000000000000001
56.49999999999999,0.0
48.1,0.0
25.6,1.9
52.900000000000006,0.0
24.4,0.0
30.099999999999998,1.7999999999999998
30.7,0.0
29.099999999999998,0.0
45.1,0.0
20.7,0.0
27.700000000000003,0.0
32.4,0.0
40.400000000000006,0.0
20.200000000000003,0.0
44.3,0.0
18.0,0.0
16.3,0.0
16.6,3.5999999999999996
34.1,0.0
52.800000000000004,0.0
7.7,23.1
34.699999999999996,0.0
9.1,0.4
28.999999999999996,0.0
26.8,0.0
52.0,0.0
40.2,0.0
26.0,4.3999999999999995
0.0,0.0
32.300000000000004,0.0
30.3,0.0
24.8,0.0
35.4,2.6
48.9,0.0
27.0,0.0
48.5,0.0
44.800000000000004,0.0
24.8,0.0
23.799999999999997,4.5
56.8,0.0
21.8,3.1
33.2,0.0
20.4,0.0
0.0,0.0
35.3,0.0
52.400000000000006,0.0
24.5,0.0
26.900000000000002,0.0
24.2,0.0
40.0,0.0
17.599999999999998,5.5
36.6,0.0
28.799999999999997,0.0
13.5,7.1
0.0,6.2
0.0,16.8
3.8,0.0
0.0,0.0
0.0,0.0
27.900000000000002,3.0
31.2,0.0
5.4,14.7
20.5,0.0
41.699999999999996,0.0
13.4,0.0
32.1,0.0
36.4,0.0
30.3,10.9
32.6,0.0
22.400000000000002,5.6000000000000005
31.1,3.2
18.8,0.0
57.699999999999996,0.0
35.099999999999994,0.0
33.2,0.0
27.3,0.0
0.0,0.0
42.199999999999996,0.0
17.4,0.0
33.1,7.000000000000001
31.7,0.0
12.2,0.0
32.7,0.0
44.9,0.0
51.1,0.0
41.4,0.0
41.5,0.0
44.6,0.0
23.0,2.1
33.4,0.0
40.6,0.0
0.0,0.0
13.4,0.0
22.2,0.0
46.300000000000004,0.0
46.7,0.0
36.7,0.0
15.7,0.0
35.0,0.0
30.0,2.1999999999999997
31.5,0.0
34.599999999999994,0.0
41.4,0.0
46.0,0.0
36.6,0.0
40.400000000000006,0.0
16.400000000000002,3.8
26.5,0.0
2.1,0.0
25.0,0.0
20.3,0.0
27.0,0.0
0.0,0.0
23.3,0.0
22.3,2.1999999999999997
37.6,1.7000000000000002
60.699999999999996,0.0
41.699999999999996,0.0
20.200000000000003,1.9
18.099999999999998,1.5
44.0,0.0
16.6,0.0
55.400000000000006,0.0
20.0,2.1999999999999997
30.4,0.0
23.400000000000002,5.2
33.900000000000006,0.0
24.2,0.0
28.4,0.0
36.7,0.0
40.300000000000004,0.0
43.4,7.7
22.400000000000002,0.0
80.0,0.0
59.5,0.0
13.3,0.0
14.399999999999999,0.0
52.800000000000004,0.0
20.200000000000003,3.3000000000000003
23.799999999999997,0.0
25.8,4.9
69.69999999999999,0.0
25.8,0.0
29.7,0.0
33.7,0.0
42.8,0.0
34.1,0.0
36.8,0.0
35.4,0.0
14.6,0.0
29.799999999999997,0.0
19.900000000000002,0.0
6.6000000000000005,0.0
25.3,0.0
22.400000000000002,0.0
8.4,0.0
44.800000000000004,0.0
30.9,0.0
0.0,6.1
40.5,0.0
24.6,1.5
69.19999999999999,0.0
31.900000000000002,0.0
14.099999999999998,2.1
47.199999999999996,0.0
35.099999999999994,0.0
38.4,0.0
25.3,1.9
19.8,0.0
16.5,0.0
56.8,0.0
23.200000000000003,2.4
34.699999999999996,1.3
0.0,1.6
30.9,0.0
47.9,0.0
38.9,0.0
32.9,0.0
9.9,4.1000000000000005
50.2,0.0
35.699999999999996,0.0
14.399999999999999,0.0
42.8,0.0
21.2,0.0
0.0,0.0
35.5,0.0
42.199999999999996,10.4
22.3,13.700000000000001
55.2,0.0
3.4000000000000004,0.0
53.1,0.0
44.3,0.0
65.10000000000001,0.0
53.5,0.0
38.5,0.0
38.7,0.0
44.4,2.6
16.2,4.2
30.4,0.0
0.0,0.0
69.69999999999999,0.0
25.1,0.0
16.8,0.7000000000000001
15.1,3.0
32.800000000000004,0.0
22.6,1.7000000000000002
42.0,0.0
67.80000000000001,0.0
26.400000000000002,0.0
10.8,0.0
28.499999999999996,0.0
29.7,0.0
80.4,0.0
26.400000000000002,0.0
31.4,0.0
36.7,0.0
38.800000000000004,0.0
30.099999999999998,0.0
15.5,3.1
33.900000000000006,0.0
28.799999999999997,1.2
0.0,0.0
47.699999999999996,0.0
21.6,0.0
25.8,0.0
0.0,0.0
32.800000000000004,0.0
6.0,6.9
36.9,0.0
13.900000000000002,2.6
25.2,0.0
40.0,0.0
56.49999999999999,0.0
24.2,0.0
39.800000000000004,0.0
0.0,0.0
17.0,16.0
0.0,0.0
41.4,0.0
5.5,4.3
0.0,0.0
40.1,0.0
50.5,0.0
27.6,2.7
24.9,0.0
15.4,0.0
50.7,0.0
20.5,10.2
28.499999999999996,0.0
61.5,0.0
0.0,5.2
42.0,0.0
35.9,3.1
28.599999999999998,0.0
48.199999999999996,0.0
27.3,0.0
25.0,0.0
80.4,0.0
15.7,0.0
14.000000000000002,0.0
10.9,0.0
78.7,0.0
42.199999999999996,0.0
31.900000000000002,0.0
33.0,0.0
36.6,0.0
33.800000000000004,5.6000000000000005
29.5,0.0
37.8,0.0
0.0,0.0
31.5,0.0
31.3,0.0
43.9,0.0
32.300000000000004,0.0
10.299999999999999,0.0
32.9,0.0
17.7,0.0
20.8,5.1
29.299999999999997,0.0
36.5,0.0
23.799999999999997,0.0
32.2,5.6000000000000005
16.1,0.0
35.3,0.0
0.0,0.0
25.3,0.0
13.900000000000002,1.7000000000000002
46.5,0.0
4.3,0.0
25.8,0.0
21.5,2.7
0.0,8.4
25.3,0.0
46.800000000000004,0.0
16.3,0.0
25.6,0.8
27.200000000000003,0.0
38.5,0.0
28.299999999999997,0.0
74.4,0.0
28.999999999999996,0.0
0.0,0.0
10.2,3.2
20.1,0.0
41.199999999999996,0.0
18.2,0.0
19.400000000000002,0.0
51.5,0.0
64.60000000000001,0.0
30.7,0.0
53.900000000000006,0.0
55.400000000000006,0.0
